id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
26571534,Seizure Suppression Efficacy of Closed-Loop Versus Open-Loop Deep Brain Stimulation in a Rodent Model of Epilepsy,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26834024,Cost-Effectiveness of Comprehensive Integrated Care for First Episode Psychosis in the NIMH RAISE Early Treatment Program.,OUT_OF_SCOPE,psychotic,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26844979,Amphetamines for attention deficit hyperactivity disorder (ADHD) in children and adolescents.,OUT_OF_SCOPE,adhd,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26913614,Internet-Assisted Parent Training Intervention for Disruptive Behavior in 4-Year-Old Children: A Randomized Clinical Trial.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26954409,Effect of Vitamin D supplementation on Tibial cartilage volume and knee pain among patients with symptomatic knee osteoarthritis,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26976529,Interventions for improving outcomes in patients with multimorbidity in primary care and community settings,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26985729,Integrating motivational interviewing with cognitive-behavioral therapy for severe generalized anxiety disorder,OUT_OF_SCOPE,anxiety_trauma_ocd,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27059158,A STUDY OF THE PATTERN OF RESPONSE TO rTMS TREATMENT IN DEPRESSION,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27099154,Dexmedetomidine vs propofol-remifentanil conscious sedation for awake craniotomy.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27182765,Cultivating teacher mindfulness: Effects of a randomized controlled trial on work home and sleep outcomes.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27193737,Randomized-controlled trial of mindfulness-based cancer recovery versus supportive expressive group therapy among distressed breast cancer survivors,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27207917,Absolute Measurements of Macrophage Migration Inhibitory Factor and Interleukin-1-beta mRNA Levels Accurately Predict Treatment Response in Depressed Patients.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27213646,Telephone-Based Cognitive Behavioral Therapy for Insomnia in Perimenopausal and Postmenopausal Women With Vasomotor Symptoms,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27516079,Lithium Poisoning.,OUT_OF_SCOPE,bipolar_mood,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27537670,Virtual versus face-to-face clinical simulation in relation to student knowledge anxiety and self-confidence in maternal-newborn nursing,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27708129,Multifocal repetitive TMS for motor and mood symptoms of Parkinson disease,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27712106,A Pilot Study of Eight-Session Mindfulness-Based Cognitive Therapy Adapted for Women's Sexual Interest/Arousal Disorder,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27721184,Liraglutide promotes improvements in objective measures of cognitive dysfunction in individuals with mood disorders.,UNCERTAIN,bipolar_mood,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=UNCERTAIN, E3=UNCERTAIN | Majority (2/3)"
27760869,Aerobic exercise and vascular cognitive impairment,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27823981,Repetitive transcranial magnetic stimulation improves cognitive function of Alzheimer's disease patients.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27842939,Efficacy and safety of high-dose baclofen for the treatment of alcohol dependence,OUT_OF_SCOPE,substance_use,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27858962,A randomized trial of brief dialectical behaviour therapy skills training in suicidal patients suffering from borderline disorder.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27909645,Personality-Targeted Interventions for Substance Use and Misuse.,OUT_OF_SCOPE,substance_use,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27960229,Automated telephone communication systems for preventive healthcare and management of long-term conditions.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28221821,Enhanced neural activation with blueberry supplementation in mild cognitive impairment.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28294985,Effects of a Diet-Based Weight-Reducing Program with Probiotic Supplementation on Satiety Efficiency Eating Behaviour Traits and Psychosocial Behaviours in Obese Individuals.,OUT_OF_SCOPE,other_mental_health,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=UNCERTAIN | Majority (2/3)"
28381506,A phase 3 trial of IV immunoglobulin for Alzheimer disease,UNCERTAIN,dementia,0/3,Y,"Votes: E1=UNCERTAIN, E2=MAP, E3=OUT_OF_SCOPE | 3-way split (MAP/OUT_OF_SCOPE/UNCERTAIN) -> UNCERTAIN (conservative)"
28416342,Long-term safety and tolerability of apremilast in patients with psoriasis,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28629879,Prediction of cognition in Parkinson's disease with a clinical-genetic score.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28649313,The EU-AIMS Longitudinal European Autism Project (LEAP): Clinical characterisation,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28661865,Health benefits of tai chi: What is the evidence?,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28709498,Targeting Fyn Kinase in Alzheimer's Disease.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28734089,Dementia risk and prevention by targeting modifiable vascular risk factors,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28863302,Beyond the Normalized Difference Vegetation Index: Developing a Natural Space Index for population-level health research.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28867259,Early and Late CNS Inflammation in Alzheimer's Disease: Two Extremes of a Continuum?,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28985956,Psychiatric adverse events during treatment with brodalumab: Analysis of psoriasis clinical trials.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29049348,Chronic administration of fluoxetine and pro-inflammatory cytokine change in a rat model of depression.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29067316,Active Abeta immunotherapy CAD106 in Alzheimer's disease: A phase 2b study.,OUT_OF_SCOPE,dementia,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=UNCERTAIN, E3=OUT_OF_SCOPE | Majority (2/3)"
29101095,Smartphone Cognitive Behavioral Therapy as an Adjunct to Pharmacotherapy for Refractory Depression: Randomized Controlled Trial.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29117922,Depression anxiety and post-traumatic stress disorder among youth in low and middle income countries,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29143192,Middle East Respiratory Syndrome and Severe Acute Respiratory Syndrome: Current Therapeutic Options,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29178317,Community Program Improves Quality of Life and Self-Management in Older Adults with Diabetes Mellitus and Comorbidity.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29282470,Efficacy and Safety of Transcranial Direct Current Stimulation as an Add-on Treatment for Bipolar Depression,OUT_OF_SCOPE,bipolar_mood,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29298868,Auditory-somatosensory bimodal stimulation desynchronizes brain circuitry to reduce tinnitus in guinea pigs and humans.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29366418,Ayahuasca: Psychological and physiologic effects pharmacology and potential uses in addiction and mental illness,OUT_OF_SCOPE,substance_use,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29377952,Immune-related genetic enrichment in frontotemporal dementia: An analysis of genome-wide association studies,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29378790,Features of GBA-associated Parkinson's disease at presentation in the UK Tracking Parkinson's study.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29457674,A review of brain stimulation methods to treat substance use disorders,OUT_OF_SCOPE,substance_use,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29474009,Direct and Indirect Cost Burden and Change of Employment Status in Treatment-Resistant Depression,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29481976,Randomized Controlled Trial of Online Acceptance and Commitment Therapy for Fibromyalgia.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29486956,Virtual reality therapy for refractory auditory verbal hallucinations in schizophrenia: A pilot clinical trial.,OUT_OF_SCOPE,psychotic,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29551618,Long-term effects of discontinuation from antipsychotic maintenance following first-episode schizophrenia and related disorders,OUT_OF_SCOPE,psychotic,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29565038,GABAergic inhibitory neurons as therapeutic targets for cognitive impairment in schizophrenia,OUT_OF_SCOPE,psychotic,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29630702,Cardiovascular Safety of Varenicline Bupropion and Nicotine Patch in Smokers: A Randomized Clinical Trial.,OUT_OF_SCOPE,substance_use,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29661195,Impact of patient involvement on clinical practice guideline development: a parallel group study.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29679069,Pharmacological treatment of adult bipolar disorder.,OUT_OF_SCOPE,bipolar_mood,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29687457,A randomized waitlist-controlled trial of cognitive behavior therapy to improve emotion regulation in children with autism.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29703724,Outcomes at 18 Months From a Community Health Worker and Peer Leader Diabetes Self-Management Program for Latino Adults.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29741208,Induction of labour for improving birth outcomes for women at or beyond term.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29937184,Prehabilitation for radical prostatectomy: A multicentre randomized controlled trial.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29939045,With a little help from my boss: The impact of workplace mental health training on leader behaviors and employee resource utilization,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29946106,Efficacy tolerability and cognitive effects of deep transcranial magnetic stimulation for late-life depression,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29946212,Facts and myths pertaining to fibromyalgia.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30025745,Trimodal prehabilitation for colorectal surgery attenuates post-surgical losses in lean body mass.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30058285,A review of clinical treatment considerations of donepezil in severe Alzheimer's disease.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30075165,Ketogenic diet as a metabolic therapy for mood disorders: Evidence and developments,OUT_OF_SCOPE,bipolar_mood,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30099030,Neural correlates of liraglutide effects in persons at risk for Alzheimer's disease.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30237454,Therapeutic approaches to huntington disease: From the bench to the clinic,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30237705,Effects of a specially designed aerobic dance routine on mild cognitive impairment.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30297272,No. 367-2019 Canadian Guideline for Physical Activity throughout Pregnancy.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30332919,A meta-analytic review of cognitive processing therapy for adults with posttraumatic stress disorder.,OUT_OF_SCOPE,anxiety_trauma_ocd,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30352997,Music improves social communication and auditory-motor connectivity in children with autism.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30388439,The effect of spermidine on memory performance in older adults at risk for dementia.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30616546,Validation of a case definition for depression in administrative data against primary chart data.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30686385,Delivering the Thinking Healthy Programme for perinatal depression through peers,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30694576,A randomized study of solriamfetol for excessive sleepiness in narcolepsy.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30732716,Atrial Fibrillation and Cognitive Function: JACC Review Topic of the Week.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30738426,Ambroxol as a novel disease-modifying treatment for Parkinson's disease dementia: protocol for a single-centre randomized double-blind placebo-controlled trial.,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30764649,Trajectories of Response to Dorsolateral Prefrontal rTMS in Major Depression: A THREE-D Study.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30791895,Clinical and metabolic response to vitamin D plus probiotic in schizophrenia patients.,OUT_OF_SCOPE,psychotic,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=UNCERTAIN | Majority (2/3)"
30845817,Cariprazine Treatment of Bipolar Depression: A Randomized Double-Blind Placebo-Controlled Phase 3 Study,OUT_OF_SCOPE,bipolar_mood,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=UNCERTAIN | Majority (2/3)"
30902566,Mild Behavioral Impairment as a Marker of Cognitive Decline in Cognitively Normal Older Adults,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30933317,Yoga for symptom management in oncology: A review of the evidence base and future directions for research.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31081899,Acupuncture Versus Cognitive Behavioral Therapy for Insomnia in Cancer Survivors: A Randomized Clinical Trial,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31164006,Evidence for network-based cortical thickness reductions in schizophrenia,OUT_OF_SCOPE,psychotic,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31182351,Randomized Placebo-Controlled Trial of Nabilone for Agitation in Alzheimer's Disease.,MAP,dementia,3/3,N,"Votes: E1=MAP, E2=MAP, E3=MAP | Unanimous agreement"
31185140,Benefits of curcumin in brain disorders,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31282772,Esketamine for treatment resistant depression.,OUT_OF_SCOPE,depression,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31285147,Safety and efficacy of opicinumab in patients with relapsing multiple sclerosis (SYNERGY),OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31329216,Effect of AZD0530 on Cerebral Metabolic Decline in Alzheimer Disease: A Randomized Clinical Trial.,OUT_OF_SCOPE,dementia,2/3,N,"Votes: E1=OUT_OF_SCOPE, E2=UNCERTAIN, E3=OUT_OF_SCOPE | Majority (2/3)"
31483964,Safety and efficacy of mitapivat in pyruvate kinase deficiency,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31487175,Discovery of MK-8719 a Potent O-GlcNAcase Inhibitor as a Potential Treatment for Tauopathies,OUT_OF_SCOPE,dementia,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31584222,Exercise increases caudate dopamine release and ventral striatal activation in Parkinson's disease.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31601406,Effects of cannabidiol (CBD) in neuropsychiatric disorders: A review of pre-clinical and clinical findings.,OUT_OF_SCOPE,other_mental_health,3/3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
