id,title,final_decision,category,vote_count,conflict_flag,reconciliation_notes
26990279,A pilot randomized controlled trial of telephone-based cognitive behavioural therapy for preoperative bariatric surgery patients,OUT_OF_SCOPE,non-pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
26997655,Safety and efficacy of valproic acid treatment in SCA3/MJD patients,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27058405,An enriched environmental programme during inpatient neuro-rehabilitation: A randomized controlled trial,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27090500,The long-term effectiveness of a selective personality-targeted prevention program in reducing alcohol use and related harms,OUT_OF_SCOPE,non-pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27124405,Sleeping for Two: An Open-Pilot Study of Cognitive Behavioral Therapy for Insomnia in Pregnancy,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27159302,Novel Arthroscopic Classification of Osteochondritis Dissecans of the Knee,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27317708,Introduction of a paediatric anaesthesia comic information leaflet reduced preoperative anxiety in children,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27382000,Management of Depression in Patients With Cancer: A Clinical Practice Guideline,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27435520,Idiopathic focal epilepsies: The lost tribe,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27623621,Efficacy and safety assessment of acupuncture and nimodipine to treat mild cognitive impairment after cerebral infarction,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27724881,Defending behaviors bullying roles and their associations with mental health in junior high school students: a population-based study,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
27984490,Examination of an Internet-Delivered Cognitive Behavioural Pain Management Course for Adults with Fibromyalgia,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28076358,A Randomized Trial Examining Housing First in Congregate and Scattered Site Formats,OUT_OF_SCOPE,non_pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28104188,Maternal multiple micronutrient supplementation and other biomedical and socioenvironmental influences on children's cognition at age 9-12 years in Indonesia,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28139349,Safety and efficacy of ozanezumab in patients with amyotrophic lateral sclerosis: a randomised double-blind placebo-controlled phase 2 trial,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28185899,Lurasidone versus treatment as usual for cognitive impairment in euthymic patients with bipolar I disorder: a randomised open-label pilot study,MAP,pharmacological_rct_mental_canadian,3,N,"Votes: E1=MAP, E2=MAP, E3=MAP | Unanimous agreement"
28347929,Cerebral microbleeds and risk of incident dementia: the Framingham Heart Study,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28387672,Dynamics of Frailty and Cognition after Age 50: Why It Matters that Cognitive Decline is Mostly Seen in Old Age,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28418398,Intranasal oxytocin enhances intrinsic corticostriatal functional connectivity in women,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28433887,Effects of clay art therapy on adults outpatients with major depressive disorder: A randomized controlled trial,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28620308,The Effect of Interdialytic Combined Resistance and Aerobic Exercise Training on Health Related Outcomes in Chronic Hemodialysis Patients,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28678552,Acetylcholinesterase inhibitors for treating dementia symptoms - a safety evaluation,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28874596,A Double-Blind Randomized Placebo-Controlled Trial of Panax Ginseng for Cancer-Related Fatigue in Patients With Advanced Cancer,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28941098,Comparing three-year extension of early intervention service to regular care following two years of early intervention service in first-episode psychosis,OUT_OF_SCOPE,non_pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28960596,Psychosocial stress and major cardiovascular events in patients with stable coronary heart disease,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
28981875,Predicting Response to Repetitive Transcranial Magnetic Stimulation in Patients With Schizophrenia Using Structural Magnetic Resonance Imaging,OUT_OF_SCOPE,non_pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29154270,Ubisol-Q10 Treatment Inhibits Alzheimer-Type Behavioral and Pathological Symptoms in a Double Transgenic Mouse Model of Alzheimer's Disease,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29173525,The Brain-Gut Axis and Stress in Inflammatory Bowel Disease,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29277687,Defibrillator shocks and their effect on objective and subjective patient outcomes,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29309829,Targeting cytokines in reduction of depressive symptoms: A comprehensive review,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29371415,Charting the road forward in psychiatric neurosurgery: proceedings of the 2016 ASSFN workshop,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29403650,Reducing stigma among healthcare providers to improve mental health services (RESHAPE): protocol for a pilot cluster randomized controlled trial,OUT_OF_SCOPE,protocol,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29562518,Metabolic Dysfunction in Alzheimer's Disease: From Basic Neurobiology to Clinical Approaches,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29594942,The Endoplasmic Reticulum Stress Response in Neuroprogressive Diseases: Emerging Pathophysiological Role and Translational Implications,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29615645,Antidepressant drug-specific prediction of depression treatment outcomes from genetic and clinical variables,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29710118,Disorganized Gyrification Network Properties During the Transition to Psychosis,OUT_OF_SCOPE,non_interventional,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29753556,Pharmacotherapy for postural tachycardia syndrome,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29781651,Exposure and CBT for chronic back pain: An RCT on differential efficacy and optimal length of treatment,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29794609,Effects of internet-based pain coping skills training before home exercise for individuals with hip osteoarthritis,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
29959111,Web-Based Intervention for Family Carers of Persons with Dementia and Multiple Chronic Conditions (My Tools 4 Care),OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30043457,Efficacy and safety of sodium oxybate in alcohol-dependent patients with a very high drinking risk level,OUT_OF_SCOPE,non-Canadian,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30119073,Preventing Posttraumatic Stress in ICU Survivors: A Single-Center Pilot Randomized Controlled Trial of ICU Diaries and Psychoeducation,OUT_OF_SCOPE,anxiety_trauma_ocd,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30218837,A randomized controlled effectiveness trial of training strategies in cognitive processing therapy for posttraumatic stress disorder,OUT_OF_SCOPE,anxiety_trauma_ocd,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30307792,The Effects of Probiotic Formulation Pretreatment (Lactobacillus helveticus R0052 and Bifidobacterium longum R0175) on a Lipopolysaccharide Rat Model,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30480081,Alzheimer's disease: 3-Dimensional MRI texture for prediction of conversion from mild cognitive impairment,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30503715,Neurobiological and immunogenetic aspects of narcolepsy: Implications for pharmacotherapy,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30511349,Neuroprotective Actions of Glucagon-Like Peptide-1 (GLP-1) Analogues in Alzheimer's and Parkinson's Diseases,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30591354,Health-related Quality of Life for Abiraterone Plus Prednisone Versus Enzalutamide in Patients with Metastatic Castration-resistant Prostate Cancer,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30619873,Efficacy of a Therapeutic Diet on Dogs With Signs of Cognitive Dysfunction Syndrome,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30696332,Clozapine augmentation strategies - a systematic meta-review of available evidence,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30827757,Baseline effective connectivity predicts response to repetitive transcranial magnetic stimulation in patients with treatment-resistant depression,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30854751,Unilateral and bilateral repetitive transcranial magnetic stimulation for treatment-resistant late-life depression,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
30955702,Adjunct transcranial direct current stimulation improves cognitive function in patients with schizophrenia,OUT_OF_SCOPE,non_pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31159629,Normative Data for the Montreal Cognitive Assessment in Greek Older Adults With Subjective Cognitive Decline Mild Cognitive Impairment and Dementia,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31167023,Association of Repetitive Transcranial Magnetic Stimulation Treatment With Subgenual Cingulate Hyperactivity in Patients With Major Depressive Disorder,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31208523,Dysfunction of mitochondria: Implications for Alzheimer's disease,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31278982,Brain eicosapentaenoic acid metabolism as a lead for novel therapeutics in major depression,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31321766,Transcranial Magnetic and Electrical Stimulation in Alzheimer's Disease and Mild Cognitive Impairment: A Review of Randomized Controlled Trials,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31339100,Exercise-and strategy-based physiotherapy-delivered intervention for preventing repeat falls in people with Parkinson's: The PDSAFE RCT,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31409541,Cost-effectiveness of a collaborative dementia care management-Results of a cluster-randomized controlled trial,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31421233,Trajectories of Growth Associated With Long-Term Stimulant Medication in the Multimodal Treatment Study of ADHD,OUT_OF_SCOPE,non-Canadian,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31473553,Gender distribution in psychiatry journals' editorial boards worldwide,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31477542,A pilot investigation of an intensive theta burst stimulation protocol for patients with treatment resistant depression,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31486777,Magnetic seizure therapy (MST) for major depressive disorder,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31502862,Evaluating the effect of Family Integrated Care on maternal stress and anxiety in neonatal intensive care units,OUT_OF_SCOPE,anxiety_trauma_ocd,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31595772,Is Benzodiazepine Use Associated With the Risk of Dementia and Cognitive Impairment-Not Dementia in Older Persons? The Canadian Study of Health and Aging,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31840813,Intensive vs Standard Blood Pressure Control in Adults 80 Years or Older,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31860455,Long versus short pulse width subcallosal cingulate stimulation for treatment-resistant depression: a randomised double-blind crossover trial,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
31927311,Deep brain stimulation in treatment resistant schizophrenia: A pilot randomized cross-over clinical trial,OUT_OF_SCOPE,non_pharmacological,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32004517,Chronic Pain Self-Management Support With Pain Science Education and Exercise (COMMENCE) for People With Chronic Pain,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32074061,An Eight-Week Web-Based Mindfulness Virtual Community Intervention for Students' Mental Health: Randomized Controlled Trial,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32098633,Longitudinal impacts of an online safety and health intervention for women experiencing intimate partner violence,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32183741,Effect of mirabegron on cognitive function in elderly patients with overactive bladder: MoCA results from a phase 4 randomized placebo-controlled study (PILLAR),OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32255210,Educational supportive and behavioural interventions to improve usage of continuous positive airway pressure machines in adults with obstructive sleep apnoea,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32315118,The A4 study: beta-amyloid and cognition in 4432 cognitively unimpaired adults,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32326347,Efficacy of Lactobacillus paracasei HA-196 and Bifidobacterium longum R0175 in Alleviating Symptoms of Irritable Bowel Syndrome (IBS),OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32366948,Helicobacter pylori periodontal pathogens and their interactive association with incident all-cause and Alzheimer's disease dementia,OUT_OF_SCOPE,dementia,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32380271,Efficacy of adjunctive infliximab vs placebo in the treatment of anhedonia in bipolar I/II depression,MAP,pharmacological_rct_mental_canadian,3,N,"Votes: E1=MAP, E2=MAP, E3=MAP | Unanimous agreement"
32444032,The effectiveness and safety of acupuncture for depression: An overview of meta-analyses,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32449924,Safety of ixekizumab in adult patients with plaque psoriasis psoriatic arthritis and axial spondyloarthritis,OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32478631,Integrating psychotherapy and psychopharmacology: psychedelic-assisted psychotherapy and other combined treatments,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32542515,Task-related functional magnetic resonance imaging-based neuronavigation for the treatment of depression by individualized repetitive transcranial magnetic stimulation of the visual cortex,OUT_OF_SCOPE,depression,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32590751,Mental health circumstances among health care workers and general public under the pandemic situation of COVID-19 (HOME-COVID-19),OUT_OF_SCOPE,other_mental_health,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
32663993,The utility of smartphone-based ecological momentary assessment for depressive symptoms,OUT_OF_SCOPE,review,3,N,"Votes: E1=OUT_OF_SCOPE, E2=OUT_OF_SCOPE, E3=OUT_OF_SCOPE | Unanimous agreement"
