"id","title","decision","category","confidence","notes"
"36592671","Residual or re-emergent impaired insight into delusions following remission is unrelated to later relapse during a randomized clinical trial of continuation pharmacotherapy for psychotic depression - The STOP-PD II Study.","UNCERTAIN","potential_map","medium","Secondary analysis from STOP-PD II RCT; pharmacological (sertraline + olanzapine vs sertraline + placebo); psychotic depression (MH disorder); multi-site US/Canada trial; but this is a secondary analysis examining insight as predictor of relapse rather than primary trial results"
"38764897","An Interpersonal Approach to the Treatment of Social Anxiety Disorder (Social Phobia): A Component Analysis.","OUT_OF_SCOPE","non_pharmacological","high","RCT of interpersonal psychotherapy variants for SAD; Montreal Canada; non-pharmacological intervention; no drug arm"
"37129384","Protocol for Safety and Efficacy of MLC901 (NeuroAiD II) in Patients With Moderate Traumatic Brain Injury: A Randomized Double-Blind Placebo-Controlled Trial (ANDROMEDA).","OUT_OF_SCOPE","non_mh_disorder","high","Protocol for MLC901 RCT in traumatic brain injury; not a MH disorder; Philippines-based; protocol without results"
"32449684","Effectiveness of Group Cognitive Behavioral Therapy and Exercise in the Management of Major Depressive Disorder: Protocol for a Pilot Randomized Controlled Trial.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for group CBT + exercise RCT for MDD; Edmonton Canada; non-pharmacological interventions; protocol without results"
"36597062","Varenicline induced auditory hallucinations in a young female with bipolar disorder: a case report.","OUT_OF_SCOPE","case_report","high","Case report of varenicline-induced hallucinations in bipolar disorder; Canadian; but case report not an RCT"
"36578677","A multiple baseline trial of adapted prolonged exposure psychotherapy for individuals with early phase psychosis, comorbid substance misuse, and a history of adversity: A study protocol.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for psychotherapy trial in early psychosis; Canadian; non-pharmacological; protocol without results; not traditional RCT design"
"36394921","Addressing Metabolic Comorbidity in Individuals With Intellectual and Developmental Disability on Antipsychotics: A Clinical Case Series.","OUT_OF_SCOPE","case_series","high","Case series of metformin use in IDD patients on antipsychotics; Toronto CAMH; not an RCT; retrospective case series"
"34087753","Self-help behaviors partially mediate the relationship between personalized depression risk disclosure and psychological distress: A mediation analysis using data from a randomized controlled trial.","OUT_OF_SCOPE","secondary_analysis","high","Secondary mediation analysis from RCT of depression risk disclosure; Canadian; non-pharmacological original intervention; secondary analysis"
"36327043","An Examination of the Effectiveness of Smoking Cessation Treatment Interventions for Individuals with Severe Mental Illness: A Pilot Randomized Controlled Trial.","UNCERTAIN","potential_map","medium","Pilot RCT of NRT (nicotine replacement therapy) +/- counselling for smoking cessation in severe mental illness; not explicitly Canadian but authors appear Canadian (Aubry - Ottawa); pharmacological (NRT); MH population (severe mental illness); but primary target is smoking cessation not MH treatment"
"36924070","Cognitive screening considerations for psychosocial clinical trials in HIV, aging, and cognition.","OUT_OF_SCOPE","commentary","high","Commentary/methodological paper on cognitive screening in HIV clinical trials; Canadian; not an RCT"
"31965445","Therapeutic response in children with ADHD: role of observers and settings.","MAP","pharmacological_rct","high","Double-blind randomized crossover RCT of methylphenidate vs placebo in children with ADHD; authors Joober/Grizenko (McGill/Douglas Institute, Montreal Canada); pharmacological (methylphenidate); diagnosed MH disorder (ADHD); Canadian PI; published 2020"
"33026311","Emotional and interpersonal mechanisms in community SSRI treatment of social anxiety disorder.","UNCERTAIN","potential_map","medium","Observational community study of paroxetine (SSRI) treatment in social anxiety disorder; Canadian authors (Moskowitz - McGill; Bleau/Pinard - Montreal); pharmacological; diagnosed MH disorder (SAD); but not randomized - open-label community treatment without placebo control; not an RCT"
"33729165","The Neurostimulation of the Brain in Depression Trial: Protocol for a Randomized Controlled Trial of Transcranial Direct Current Stimulation in Treatment-Resistant Depression.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for tDCS RCT in treatment-resistant MDD; Edmonton Canada; non-pharmacological (brain stimulation); protocol without results"
"36508153","The Victoria Assistive Devices and Coach (VADAC) study.","OUT_OF_SCOPE","non_pharmacological","high","RCT of peer coaching +/- assistive devices for chronic conditions; British Columbia Canada; non-pharmacological; not a diagnosed MH disorder"
"36857209","Randomized controlled trial of an audit and feedback cycle to improve adherence to Choosing Wisely Canada recommendations.","OUT_OF_SCOPE","non_pharmacological","high","Cluster RCT of audit/feedback intervention to reduce unnecessary prescribing; Manitoba Canada; not a pharmacological treatment for MH; implementation science study"
"34055849","Severe Psychopathology and Substance Use Disorder Modify the Association Between Housing Trajectories and Food Security Among Homeless Adults.","OUT_OF_SCOPE","secondary_analysis","high","Secondary analysis from At Home/Chez Soi Housing First RCT; Toronto Canada; non-pharmacological; examining housing trajectories and food security"
"36840371","An analysis of differential improvement by diagnosis in group transdiagnostic cognitive behaviour therapy for anxiety disorders.","OUT_OF_SCOPE","non_pharmacological","high","Secondary analysis of tCBT RCT for anxiety disorders; Canadian authors; non-pharmacological intervention"
"34515642","Implementation of an Internet-Based Acceptance and Commitment Therapy for Promoting Mental Health Among Migrant Live-in Caregivers in Canada: Protocol.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for web-based ACT intervention for migrant caregivers; Toronto Canada; non-pharmacological; protocol without results"
"35878838","The effect of adjunctive infliximab treatment on future cardiovascular disease risk in patients with bipolar disorder.","UNCERTAIN","potential_map","medium","Secondary analysis from 12-week RCT of adjunctive infliximab in bipolar depression; McIntyre group (Toronto); pharmacological; MH disorder (bipolar); Canadian; but this paper specifically examines CVD risk outcomes not MH outcomes, and is a secondary analysis"
"36426568","Culturally adapted psychoeducation for bipolar disorder in a low-resource setting: protocol for a multicentre randomised controlled trial.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for psychoeducation RCT for bipolar disorder; Pakistan-based; non-pharmacological; protocol without results"
"31418950","A randomized placebo-controlled trial examining the effects of escitalopram on neuroticism and state anxiety in a nonclinical sample.","OUT_OF_SCOPE","no_mh_disorder","high","RCT of escitalopram in nonclinical sample (no psychiatric disorders); pharmacological; but participants had no diagnosed MH disorder; author Bowen (Saskatoon) suggests Canadian"
"34297780","The relationship between common mental disorders and incident diabetes among participants in the Kerala Diabetes Prevention Program (K-DPP).","OUT_OF_SCOPE","non_canadian","high","Secondary analysis of diabetes prevention RCT examining depression/anxiety; India (Kerala); not Canadian; not pharmacological MH intervention"
"32922827","Feasibility Study of a Randomized Controlled Trial Investigating Renal Denervation as a Possible Treatment Option in Patients With Loin Pain Hematuria Syndrome.","OUT_OF_SCOPE","non_mh_disorder","high","Feasibility RCT of renal denervation for LPHS; Canadian; not a MH disorder; not pharmacological"
"34183490","Trajectories of Function and Symptom Change in Desvenlafaxine Clinical Trials: Toward Personalized Treatment for Depression.","OUT_OF_SCOPE","secondary_analysis","high","Secondary pooled analysis of 9 desvenlafaxine RCTs for MDD; pharmacological; MH disorder; but this is a pooled secondary analysis; no specific Canadian site; multinational trial data"
"34672904","Evaluating the Feasibility and Efficacy of A Novel CBTi/SMT Treatment Protocol for Cardiac Rehab Patients: A Non-Randomized Pilot Trial.","OUT_OF_SCOPE","non_pharmacological","high","Non-randomized pilot of CBT/SMT for insomnia in cardiac rehab; non-pharmacological; not randomized"
"31619429","Feasibility and implementation of a healthy lifestyles program in a community setting in Ontario, Canada: protocol for a pragmatic mixed methods pilot study.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for healthy lifestyles program; Ontario Canada; non-pharmacological; not MH disorder; protocol without results"
"36138601","The Effect of a Brief Physician-Delivered Neurobiologically Oriented, Cognitive Behavioural Therapy (Brief-CBT) Intervention on Chronic Pain Acceptance in Youth with Chronic Pain-A Randomized Controlled Trial.","OUT_OF_SCOPE","non_pharmacological","high","RCT of brief CBT for chronic pain acceptance in youth; Stollery (Edmonton) Canada; non-pharmacological; not a diagnosed MH disorder"
"32446770","Using Self-Reported Measures of Confidence and Anxiety to Determine the Efficacy of the Surgical Exploration And Discovery (SEAD) Program in Reducing Anxiety and Increasing Confidence in Performing Procedural Skills.","OUT_OF_SCOPE","non_pharmacological","high","Pre-post study of surgical training program on student anxiety/confidence; Ottawa Canada; non-pharmacological; not a diagnosed MH disorder; not an RCT"
"36572884","Effectiveness of a 6-week specific rehabilitation program combining education and exercises on walking capacity in patients with lumbar spinal stenosis with neurogenic claudication: a randomized controlled clinical trial protocol.","OUT_OF_SCOPE","non_mh_disorder","high","Protocol for rehabilitation RCT for lumbar spinal stenosis; non-MH disorder; non-pharmacological; protocol without results"
"36939815","Evaluation and Management of Dyspnea in Hypermobile Ehlers-Danlos Syndrome and Generalized Hypermobility Spectrum Disorder: Protocol for a Pilot and Feasibility Randomized Controlled Trial.","OUT_OF_SCOPE","non_mh_disorder","high","Protocol for respiratory muscle training RCT in hEDS; Canadian; non-pharmacological; not MH disorder; protocol without results"
"33450473","The impact of a cardiopulmonary resuscitation video on reducing surrogates' anxiety: A pilot randomized controlled trial.","OUT_OF_SCOPE","non_pharmacological","high","Pilot RCT of CPR video on ICU surrogates' anxiety; non-pharmacological; not a diagnosed MH disorder; not clearly Canadian"
"36964518","Improving quality of life in patients with rare autoimmune liver diseases by structured peer-delivered support (Q.RARE.LI): study protocol for a transnational effectiveness-implementation hybrid trial.","OUT_OF_SCOPE","non_mh_disorder","high","Protocol for peer support in autoimmune liver disease; European multinational; non-pharmacological; not MH disorder; protocol without results"
"38214479","Cannabis cravings predict cigarette use in schizophrenia: a secondary analysis from two cannabis abstinence studies.","OUT_OF_SCOPE","secondary_analysis","high","Secondary analysis of cannabis abstinence studies in schizophrenia; non-pharmacological behavioral intervention (cannabis abstinence); secondary analysis"
"32226019","Bright light therapy for depressive symptoms in hospitalized cardiac patients: A randomized controlled pilot trial.","OUT_OF_SCOPE","non_pharmacological","high","Pilot RCT of bright light therapy for depressive symptoms in cardiac patients; non-pharmacological; Canadian (Montreal); but intervention is not pharmacological"
"34018966","Psychometric Evaluation and Workflow Integration Study of a Tablet-Based Tool to Detect Mild Cognitive Impairment in Older Adults: Protocol for a Mixed Methods Study.","OUT_OF_SCOPE","non_rct","high","Protocol for psychometric evaluation study; Canadian; not an RCT; not pharmacological; protocol without results"
"39144788","Placebos in Schizophrenia Research: An Historical Overview and Introduction to Ethical Issues.","OUT_OF_SCOPE","review","high","Historical/ethical review of placebo use in schizophrenia research; not an RCT"
"35772868","An Innovative Model of Pediatric Emergency Department Mental Health Care: Protocol for a Multicenter Type 1 Effectiveness-Implementation Cluster Randomized Trial.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for ED MH care model cluster RCT; American/Canadian; non-pharmacological; protocol without results"
"36950429","Clinical characteristics of cerebral vascular dementia and early diagnostic value of cranial nuclear magnetic resonance.","OUT_OF_SCOPE","non_mh_disorder","high","Diagnostic imaging study for vascular dementia; Chinese site; not an RCT of treatment; not Canadian"
"36518350","Development of a behavioural intervention for cognitive fatigability in multiple sclerosis: Protocol for a pilot and feasibility study.","OUT_OF_SCOPE","non_pharmacological","high","Protocol for behavioral intervention for MS cognitive fatigability; non-pharmacological; not a diagnosed MH disorder; protocol without results"
"31679627","Clinical Practice Variations in the Management of Stress-Induced Cardiomyopathy: A Canadian Perspective.","OUT_OF_SCOPE","non_mh_disorder","high","Survey of cardiomyopathy management practices; Canadian; not an RCT; not a MH disorder; not pharmacological MH intervention"
"34733188","Phenotypic Trade-Offs: Deciphering the Impact of Neurodiversity on Drug Development in Fragile X Syndrome.","OUT_OF_SCOPE","review","high","Review of drug development challenges in Fragile X syndrome; not an RCT"
"34582562","Pharmacotherapy for trichotillomania.","OUT_OF_SCOPE","review","high","Cochrane systematic review of pharmacotherapy for trichotillomania; review not an RCT; no specific Canadian site"
"36728487","The Presence of Wind Worsens the Effect of Cold Temperature on Time to Ischemia in Patients with Stable Angina.","OUT_OF_SCOPE","non_mh_disorder","high","Crossover study of cold/wind effects on angina; Canadian; not MH disorder; not pharmacological MH intervention"
"34224256","In older adults with subclinical hypothyroidism, levothyroxine therapy did not reduce depressive symptoms at 12 mo.","OUT_OF_SCOPE","non_mh_disorder","high","Commentary on levothyroxine RCT for subclinical hypothyroidism; primary condition is endocrine not MH; no Canadian site"
"35238615","Auricular Acupuncture During Chemotherapy Infusion in Breast Cancer Patients: A Feasibility Study.","OUT_OF_SCOPE","non_pharmacological","high","Feasibility study of auricular acupuncture during chemotherapy; Canadian (Toronto); non-pharmacological; not MH disorder"
"35842951","Effects of two alveolar recruitment manoeuvres (sustained inflation and stepwise) followed by positive end-expiratory pressure on cardiac output in isoflurane-anaesthetised goats.","OUT_OF_SCOPE","animal_study","high","Animal study (goats) of alveolar recruitment manoeuvres; not human; not MH disorder"
"34428500","GRADE Notes 2: Criteria for searching non-randomized or indirect evidence should be defined early in the guideline production process.","OUT_OF_SCOPE","methodology","high","Methodological paper on GRADE guideline development; not an RCT"
"30961672","Correction to: Effect of action-based cognitive remediation on cognition and neural activity in bipolar disorder: Study protocol for a randomized controlled trial.","OUT_OF_SCOPE","correction","high","Correction/erratum to a protocol paper; not original results; non-pharmacological (cognitive remediation)"
"36338514","Combining elements of the CO-OP Approach with education to promote healthy eating among older adults: A pilot study.","OUT_OF_SCOPE","non_pharmacological","high","Pilot study of brain-healthy eating approach; Canadian (Toronto Baycrest); non-pharmacological; not MH disorder"
"39761746","Aging and voluntary exercise's effects on AB1-42 levels, endoplasmic reticulum stress factors, and apoptosis in the hippocampus of old male rats.","OUT_OF_SCOPE","animal_study","high","Animal study (rats) of exercise effects on amyloid beta; not human"
"30028053","The quality of randomized controlled trials of psychotherapy for eating disorders.","OUT_OF_SCOPE","review","high","Review of RCT quality for eating disorder psychotherapy; not an RCT itself"
"36773052","Bronchitis, COPD, and pneumonia after viral endemic of patients with leprosy on Sorok Island in South Korea.","OUT_OF_SCOPE","non_mh_disorder","high","Study of respiratory disease in leprosy patients; South Korea; not MH disorder"
"31777817","Musculoskeletal Symptomatic Areas After Total Knee Replacement for Osteoarthritis.","OUT_OF_SCOPE","non_mh_disorder","high","Secondary analysis from TKR RCT; Canadian; not MH disorder; not pharmacological MH treatment"
"36520964","Effectiveness of Bupropion and Varenicline for Smokers With Baseline Depressive Symptoms.","UNCERTAIN","potential_map","medium","Secondary analysis from RCT of bupropion vs varenicline for smoking cessation; Canadian (CAMH/Toronto authors: Le Foll, Selby, Zawertailo); pharmacological; examines depressive symptoms as moderator; but primary outcome is smoking cessation not MH treatment; MH disorder is a baseline characteristic not the treatment target"
"31339678","A Closer Look at the Data Regarding Suicidal Ideation and Behavior in Psoriasis Patients: The Case of Brodalumab.","OUT_OF_SCOPE","review","high","Review/commentary on suicidal ideation data from brodalumab clinical trials in psoriasis; Canadian authors; not an RCT; primary condition is psoriasis not MH"
"27543563","Impact of self-reported lifetime depression or anxiety on effectiveness of mass distribution of nicotine patches.","OUT_OF_SCOPE","non_mh_target","high","Secondary analysis of nicotine patch RCT examining depression/anxiety as moderator of smoking cessation; Canadian; pharmacological (NRT); but primary intervention targets smoking not MH disorder; MH is baseline moderator"
"33553523","Fidgety Philip and the Suggested Clinical Immobilization Test: Annotation data for developing a machine learning algorithm.","OUT_OF_SCOPE","methodology","high","Machine learning methodology paper for ADHD phenotyping; not an RCT"
"33086237","Identification of Optimal Measures of Human Abuse Potential: A Post Hoc Assessment of 19 Studies.","OUT_OF_SCOPE","secondary_analysis","high","Post hoc analysis of abuse potential study measures; not an RCT of MH treatment"
"34767181","Efficacy of Dupilumab in Atopic Dermatitis: The Patient's Perspective.","OUT_OF_SCOPE","non_mh_disorder","high","Analysis of dupilumab RCTs for atopic dermatitis; dermatological condition; not MH disorder"
"35582876","Examining the correlation between treatment effects in clinical trials and economic modeling.","OUT_OF_SCOPE","methodology","high","Methodological/statistical paper on treatment effect correlations; not an RCT"
"35491558","Synchronized Auditory Gamma Response to Frontal Transcranial Direct Current Stimulation (tDCS) and its Inter-Individual Variation in Healthy Humans.","OUT_OF_SCOPE","non_pharmacological","high","tDCS study in healthy humans measuring auditory gamma response; non-pharmacological; no diagnosed MH disorder"
"32916855","The Potential Influence of Group Membership on Outcomes in Indicated Cognitive-Behavioral Adolescent Depression Prevention.","OUT_OF_SCOPE","non_pharmacological","high","Analysis of group effects in CBT depression prevention program; non-pharmacological"
"34534029","The State-Trait Cheerfulness Inventory State Version-Short Form (STCI-S18): An Examination of Language Use and Psychometric Properties.","OUT_OF_SCOPE","non_rct","high","Psychometric validation study of cheerfulness inventory; not an RCT; not MH disorder treatment"
"32982245","Treatment of Patients with Recently Exacerbated Schizophrenia with Paliperidone Palmitate: A Pilot Study of Efficacy and Tolerability.","OUT_OF_SCOPE","non_canadian","high","Pilot study of paliperidone palmitate in schizophrenia; Latin American patients; pharmacological; MH disorder; but no Canadian site or PI"
"34633280","The Relational Trip Task, a novel ecological measure of relational memory: data from a schizophrenia sample.","OUT_OF_SCOPE","non_pharmacological","high","Cognitive task development study in schizophrenia; not an RCT of pharmacological treatment"
"35782878","Impact of Cost Conversations During Clinical Encounters Aided by Shared Decision-Making Tools on Medication Adherence.","OUT_OF_SCOPE","non_mh_disorder","high","Analysis of cost conversations on medication adherence; not MH disorder specific; not a pharmacological RCT"
"30068621","Protocol for the mixed-methods development of a concussion-specific health-related quality of life outcome measure based on the international classification of functioning, disability and health.","OUT_OF_SCOPE","methodology","high","Protocol for outcome measure development for concussion; Canadian; not an RCT; not MH disorder"
"39005256","Using Pilot Data for Power Analysis of Observational Studies for the Estimation of Dynamic Treatment Regimes.","OUT_OF_SCOPE","methodology","high","Statistical methodology paper on power analysis; not an RCT"
"35127878","Impact of a Dietary Citrus Extract on the Behavior and Production of Lactating Dairy Cows Following Regrouping: A Preliminary Study.","OUT_OF_SCOPE","animal_study","high","Animal study (dairy cows) of citrus extract on behavior; not human"
"32051160","Glecaprevir/pibrentasvir+sofosbuvir: an optimal retreatment strategy in the setting of HCV NS5A resistance.","OUT_OF_SCOPE","non_mh_disorder","high","Hepatitis C treatment case report; not MH disorder; not an RCT"
"30363507","Early Clinical Predictors of Treatment-Resistant and Functional Outcomes in Parkinson's Disease.","OUT_OF_SCOPE","non_mh_disorder","high","Longitudinal analysis of PD outcomes; pre-2016 data; not MH disorder treatment RCT; Parkinson's is neurological not MH"
"41714410","Pharmacotherapy of major depressive disorder in older adults: from an evidence-informed stepwise algorithm to precision medicine.","OUT_OF_SCOPE","review","high","Review/algorithm paper on pharmacotherapy for late-life depression; not an RCT itself"
"","Sleep Architecture in Depressed Patients Treated with Desvenlafaxine","UNCERTAIN","potential_map","medium","Double-blind RCT of desvenlafaxine vs placebo in MDD examining sleep architecture; Queen's University (Canadian); pharmacological; MH disorder; but very small sample (n=9); published 2017 from Queen's University thesis"
"","Schizophrenia","OUT_OF_SCOPE","review","high","Book chapter reviewing tDCS in schizophrenia; not an RCT"
"","Repetitive Transcranial Magnetic Stimulation for Psychiatric Disorders Other than Depression","OUT_OF_SCOPE","review","high","Review chapter on rTMS for psychiatric disorders; non-pharmacological; not an RCT"
"","Addressing affective states with empathy and growth mindset","OUT_OF_SCOPE","non_mh_disorder","high","Study of pedagogical agents and affective support messages in learning; not MH disorder; not pharmacological"
"","The Influence of Carer Fear and Self-Blame when Supporting a Loved One with an Eating Disorder","OUT_OF_SCOPE","review","high","Review/commentary on carer involvement in eating disorder treatment; not an RCT"
"","Brain Stimulation in Pediatric Depression: Biological Mechanisms.","OUT_OF_SCOPE","review","high","Review of brain stimulation mechanisms in pediatric depression; not an RCT; non-pharmacological"
"29064090","Different communication strategies for disclosing a diagnosis of schizophrenia and related disorders","OUT_OF_SCOPE","review","high","Cochrane review protocol on communication strategies for disclosing schizophrenia diagnosis; not an RCT"
"","Jeremy Shaw's DMT: Curating psychedelic experience","OUT_OF_SCOPE","non_mh_disorder","high","Art criticism article about video work involving DMT; Canadian artist; not an RCT; not MH treatment"
"","A comparative study of the cognitive side effects of bitemporal and bifrontal electroconvulsive therapy","OUT_OF_SCOPE","non_pharmacological","high","RCT of ECT electrode placement comparing cognitive side effects; non-pharmacological (ECT); appears non-Canadian (Egyptian authors)"
